id,label,description,url,x,y,weight,cluster
160,ahmed (2012),"<table><tr><td>Authors:</td><td>ahmed, frs; alexander, ij; mwinyihija, m; killham, k</td></tr><tr><td>Title:</td><td>effect of arsenic contaminated irrigation water on lens culinaris l. and toxicity assessment using lux marked biosensor</td></tr><tr><td>Source:</td><td>journal of environmental sciences-china</td></tr><tr><td>Volume:</td><td>24</td></tr><tr><td>Issue:</td><td>6</td></tr><tr><td>Pages:</td><td>1106-1116</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",,-0.592,0.6635,1,3
161,mazumder (2012),"<table><tr><td>Authors:</td><td>mazumder, dg; purkayastha, i; ghose, a; mistry, g; saha, c; nandy, ak; das, a; majumdar, kk</td></tr><tr><td>Title:</td><td>hypertension in chronic arsenic exposure: a case control study in west bengal</td></tr><tr><td>Source:</td><td>journal of environmental science and health part a-toxic/hazardous substances & environmental engineering</td></tr><tr><td>Volume:</td><td>47</td></tr><tr><td>Issue:</td><td>11</td></tr><tr><td>Pages:</td><td>1514-1520</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1039/c2mt20020a,0.6557,0.0614,1,1
162,bhattacharya (2012),"<table><tr><td>Authors:</td><td>bhattacharya, s; gupta, k; debnath, s; ghosh, uc; chattopadhyay, d; mukhopadhyay, a</td></tr><tr><td>Title:</td><td>arsenic bioaccumulation in rice and edible plants and subsequent transmission through food chain in bengal basin: a review of the perspectives for environmental health</td></tr><tr><td>Source:</td><td>toxicological and environmental chemistry</td></tr><tr><td>Volume:</td><td>94</td></tr><tr><td>Issue:</td><td>3</td></tr><tr><td>Pages:</td><td>429-441</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/s1001-0742(11)60898-x,-0.3964,0.5569,1,3
163,khan (2012),"<table><tr><td>Authors:</td><td>khan, k; wasserman, ga; liu, xh; ahmed, e; parvez, f; slavkovich, v; levy, d; mey, j; van geen, a; graziano, jh; factor-litvak, p</td></tr><tr><td>Title:</td><td>manganese exposure from drinking water and children's academic achievement</td></tr><tr><td>Source:</td><td>neurotoxicology</td></tr><tr><td>Volume:</td><td>33</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>91-97</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1080/10934529.2012.680329,0.9931,-0.2732,1,1
164,kippler (2012),"<table><tr><td>Authors:</td><td>kippler, m; hossain, mb; lindh, c; moore, se; kabir, i; vahter, m; broberg, k</td></tr><tr><td>Title:</td><td>early life low-level cadmium exposure is positively associated with increased oxidative stress</td></tr><tr><td>Source:</td><td>environmental research</td></tr><tr><td>Volume:</td><td>112</td></tr><tr><td>Pages:</td><td>164-170</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1080/02772248.2012.657200,1.8039,0.0122,1,1
165,cherry (2012),"<table><tr><td>Authors:</td><td>cherry, n; mcdonald, c; chowdhury, z</td></tr><tr><td>Title:</td><td>zinc in well water and infant mortality in bangladesh: a report from gonoshasthaya kendra</td></tr><tr><td>Source:</td><td>international journal of environmental research and public health</td></tr><tr><td>Volume:</td><td>9</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>171-177</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.neuro.2011.12.002,0.5777,-0.2025,1,1
166,dubey (2012),"<table><tr><td>Authors:</td><td>dubey, cs; mishra, bk; shukla, dp; singh, rp; tajbakhsh, m; sakhare, p</td></tr><tr><td>Title:</td><td>anthropogenic arsenic menace in delhi yamuna flood plains</td></tr><tr><td>Source:</td><td>environmental earth sciences</td></tr><tr><td>Volume:</td><td>65</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>131-139</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.envres.2011.11.012,-0.539,0.3257,1,3
167,legg (2012),"<table><tr><td>Authors:</td><td>legg, tm; zheng, y; simone, b; radloff, ka; mladenov, n; gonzalez, a; knights, d; siu, hc; rahman, mm; ahmed, km; mcknight, dm; nemergut, dr</td></tr><tr><td>Title:</td><td>carbon, metals, and grain size correlate with bacterial community structure in sediments of a high arsenic aquifer</td></tr><tr><td>Source:</td><td>frontiers in microbiology</td></tr><tr><td>Volume:</td><td>3</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.3390/ijerph9010171,-0.9319,-0.2323,1,2
168,pereira (2012),"<table><tr><td>Authors:</td><td>pereira, sfp; oliveira, js; rajendram, r</td></tr><tr><td>Title:</td><td>arsenic in the hair</td></tr><tr><td>Source:</td><td>handbook of hair in health and disease</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>239-254</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1007/s12665-011-1072-2,0.1922,0.3264,1,3
169,alam (2012),"<table><tr><td>Authors:</td><td>alam, r; munna, g; chowdhury, mai; sarkar, mska; ahmed, m; rahman, mt; jesmin, f; toimoor, ma</td></tr><tr><td>Title:</td><td>feasibility study of rainwater harvesting system in sylhet city</td></tr><tr><td>Source:</td><td>environmental monitoring and assessment</td></tr><tr><td>Volume:</td><td>184</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>573-580</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.3389/fmicb.2012.00082,0.0464,-0.6421,1,4
170,wu (2011),"<table><tr><td>Authors:</td><td>wu, jy; van geen, a; ahmed, km; alam, yaj; culligan, pj; escamilla, v; feighery, j; ferguson, as; knappett, p; mailloux, bj; mckay, ld; serre, ml; streatfield, pk; yunus, m; emch, m</td></tr><tr><td>Title:</td><td>increase in diarrheal disease associated with arsenic mitigation in bangladesh</td></tr><tr><td>Source:</td><td>plos one</td></tr><tr><td>Volume:</td><td>6</td></tr><tr><td>Issue:</td><td>12</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",,0.1839,-0.4288,1,4
171,wu (2011),"<table><tr><td>Authors:</td><td>wu, jy; yunus, m; streatfield, pk; van geen, a; escamilla, v; akita, y; serre, m; emch, m</td></tr><tr><td>Title:</td><td>impact of tubewell access and tubewell depth on childhood diarrhea in matlab, bangladesh</td></tr><tr><td>Source:</td><td>environmental health</td></tr><tr><td>Volume:</td><td>10</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1007/s10661-011-1989-7,0.1519,-0.5292,1,4
172,ahmed (2011),"<table><tr><td>Authors:</td><td>ahmed, zu; panaullah, gm; degloria, sd; duxbury, jm</td></tr><tr><td>Title:</td><td>factors affecting paddy soil arsenic concentration in bangladesh: prediction and uncertainty of geostatistical risk mapping</td></tr><tr><td>Source:</td><td>science of the total environment</td></tr><tr><td>Pages:</td><td>324-335</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1371/journal.pone.0029593,-0.4453,0.3351,1,3
173,hamadani (2011),"<table><tr><td>Authors:</td><td>hamadani, jd; tofail, f; nermell, b; gardner, r; shiraji, s; bottai, m; arifeen, se; huda, sn; vahter, m</td></tr><tr><td>Title:</td><td>critical windows of exposure for arsenic-associated impairment of cognitive function in pre-school girls and boys: a population-based cohort study</td></tr><tr><td>Source:</td><td>international journal of epidemiology</td></tr><tr><td>Volume:</td><td>40</td></tr><tr><td>Issue:</td><td>6</td></tr><tr><td>Pages:</td><td>1593-1604</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1186/1476-069x-10-109,1.4413,-0.0641,1,1
174,khandoker (2011),"<table><tr><td>Authors:</td><td>khandoker, a; khan, mh; kramer, a; mori, m</td></tr><tr><td>Title:</td><td>self-reported mental health of arsenicosis patients and its association with patients' perceptions and satisfactions of arsenicosis-related issues: evidence from an arsenic-affected area of bangladesh</td></tr><tr><td>Source:</td><td>asia-pacific psychiatry</td></tr><tr><td>Volume:</td><td>3</td></tr><tr><td>Issue:</td><td>4</td></tr><tr><td>Pages:</td><td>212-218</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1016/j.scitotenv.2011.10.008,0.4727,-0.1881,1,4
175,giles (2011),"<table><tr><td>Authors:</td><td>giles, de; mohapatra, m; issa, tb; anand, s; singh, p</td></tr><tr><td>Title:</td><td>iron and aluminium based adsorption strategies for removing arsenic from water</td></tr><tr><td>Source:</td><td>journal of environmental management</td></tr><tr><td>Volume:</td><td>92</td></tr><tr><td>Issue:</td><td>12</td></tr><tr><td>Pages:</td><td>3011-3022</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1093/ije/dyr176,-0.7005,-0.0612,1,2
176,anawar (2011),"<table><tr><td>Authors:</td><td>anawar, hm; akai, j; mihaljevic, m; sikder, am; ahmed, g; tareq, sm; rahman, mm</td></tr><tr><td>Title:</td><td>arsenic contamination in groundwater of bangladesh: perspectives on geochemical, microbial and anthropogenic issues</td></tr><tr><td>Source:</td><td>water</td></tr><tr><td>Volume:</td><td>3</td></tr><tr><td>Issue:</td><td>4</td></tr><tr><td>Pages:</td><td>1050-1076</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1111/j.1758-5872.2011.00142.x,-0.798,-0.2507,1,2
177,nakaya (2011),"<table><tr><td>Authors:</td><td>nakaya, s; natsume, h; masuda, h; mitamura, m; biswas, dk; seddique, aa</td></tr><tr><td>Title:</td><td>effect of groundwater flow on forming arsenic contaminated groundwater in sonargaon, bangladesh</td></tr><tr><td>Source:</td><td>journal of hydrology</td></tr><tr><td>Issue:</td><td>4-mar</td></tr><tr><td>Pages:</td><td>724-736</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1016/j.jenvman.2011.07.018,-0.8285,-0.3842,1,2
178,parvez (2011),"<table><tr><td>Authors:</td><td>parvez, f; wasserman, ga; factor-litvak, p; liu, xh; slavkovich, v; siddique, ab; sultana, r; sultana, r; islam, t; levy, d; mey, jl; van geen, a; khan, k; kline, j; ahsan, h; graziano, jh</td></tr><tr><td>Title:</td><td>arsenic exposure and motor function among children in bangladesh</td></tr><tr><td>Source:</td><td>environmental health perspectives</td></tr><tr><td>Volume:</td><td>119</td></tr><tr><td>Issue:</td><td>11</td></tr><tr><td>Pages:</td><td>1665-1670</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.3390/w3041050,0.9883,-0.1778,1,1
179,berglund (2011),"<table><tr><td>Authors:</td><td>berglund, m; lindberg, al; rahman, m; yunus, m; grander, m; lonnerdal, b; vahter, m</td></tr><tr><td>Title:</td><td>gender and age differences in mixed metal exposure and urinary excretion</td></tr><tr><td>Source:</td><td>environmental research</td></tr><tr><td>Issue:</td><td>8</td></tr><tr><td>Pages:</td><td>1271-1279</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1016/j.jhydrol.2011.09.006,1.4694,0.044,1,1
180,radloff (2011),"<table><tr><td>Authors:</td><td>radloff, ka; zheng, y; michael, ha; stute, m; bostick, bc; mihajlov, i; bounds, m; huq, mr; choudhury, i; rahman, mw; schlosser, p; ahmed, km; van geen, a</td></tr><tr><td>Title:</td><td>arsenic migration to deep groundwater in bangladesh influenced by adsorption and water demand</td></tr><tr><td>Source:</td><td>nature geoscience</td></tr><tr><td>Volume:</td><td>4</td></tr><tr><td>Issue:</td><td>11</td></tr><tr><td>Pages:</td><td>793-798</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1289/ehp.1103548,-0.5902,-0.3174,1,2
181,rahman (2011),"<table><tr><td>Authors:</td><td>rahman, ma; hasegawa, h</td></tr><tr><td>Title:</td><td>high levels of inorganic arsenic in rice in areas where arsenic-contaminated water is used for irrigation and cooking</td></tr><tr><td>Source:</td><td>science of the total environment</td></tr><tr><td>Issue:</td><td>22</td></tr><tr><td>Pages:</td><td>4645-4655</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1016/j.envres.2011.09.002,-0.2238,0.6088,1,3
182,khan (2011),"<table><tr><td>Authors:</td><td>khan, k; factor-litvak, p; wasserman, ga; liu, xh; ahmed, e; parvez, f; slavkovich, v; levy, d; mey, j; van geen, a; graziano, jh</td></tr><tr><td>Title:</td><td>manganese exposure from drinking water and children's classroom behavior in bangladesh</td></tr><tr><td>Source:</td><td>environmental health perspectives</td></tr><tr><td>Volume:</td><td>119</td></tr><tr><td>Issue:</td><td>10</td></tr><tr><td>Pages:</td><td>1501-1506</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1038/ngeo1283,1.0434,-0.3209,1,1
183,asadullah (2011),"<table><tr><td>Authors:</td><td>asadullah, mn; chaudhury, n</td></tr><tr><td>Title:</td><td>poisoning the mind: arsenic contamination of drinking water wells and children's educational achievement in rural bangladesh</td></tr><tr><td>Source:</td><td>economics of education review</td></tr><tr><td>Volume:</td><td>30</td></tr><tr><td>Issue:</td><td>5</td></tr><tr><td>Pages:</td><td>873-888</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1016/j.scitotenv.2011.07.068,0.5865,-0.2775,1,4
184,yunus (2011),"<table><tr><td>Authors:</td><td>yunus, m; sohel, n; hore, sk; rahman, m</td></tr><tr><td>Title:</td><td>arsenic exposure and adverse health effects: a review of recent findings from arsenic and health studies in matlab, bangladesh</td></tr><tr><td>Source:</td><td>kaohsiung journal of medical sciences</td></tr><tr><td>Volume:</td><td>27</td></tr><tr><td>Issue:</td><td>9</td></tr><tr><td>Pages:</td><td>371-376</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1289/ehp.1003397,0.7379,-0.1258,1,1
185,huang (2011),"<table><tr><td>Authors:</td><td>huang, cf; chen, yw; yang, cy; tsai, ks; yang, rs; liu, sh</td></tr><tr><td>Title:</td><td>arsenic and diabetes: current perspectives</td></tr><tr><td>Source:</td><td>kaohsiung journal of medical sciences</td></tr><tr><td>Volume:</td><td>27</td></tr><tr><td>Issue:</td><td>9</td></tr><tr><td>Pages:</td><td>402-410</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1016/j.econedurev.2011.05.001,1.4401,0.0853,1,1
186,lan (2011),"<table><tr><td>Authors:</td><td>lan, cc; yu, hs; ko, yc</td></tr><tr><td>Title:</td><td>chronic arsenic exposure and its adverse health effects in taiwan: a paradigm for management of a global environmental problem</td></tr><tr><td>Source:</td><td>kaohsiung journal of medical sciences</td></tr><tr><td>Volume:</td><td>27</td></tr><tr><td>Issue:</td><td>9</td></tr><tr><td>Pages:</td><td>411-416</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1016/j.kjms.2011.05.012,0.7613,0.0607,1,1
187,mohiuddin (2011),"<table><tr><td>Authors:</td><td>mohiuddin, km; ogawa, y; zakir, hm; otomo, k; shikazono, n</td></tr><tr><td>Title:</td><td>heavy metals contamination in water and sediments of polluted urban rivers in developing countries</td></tr><tr><td>Source:</td><td>international journal of environmental science and technology</td></tr><tr><td>Volume:</td><td>8</td></tr><tr><td>Issue:</td><td>4</td></tr><tr><td>Pages:</td><td>723-736</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1016/j.kjms.2011.05.008,-0.8411,0.537,1,3
189,lawley (2011),"<table><tr><td>Authors:</td><td>lawley, sd; cinderella, m; hall, mn; gamble, mv; nijhout, hf; reed, mc</td></tr><tr><td>Title:</td><td>mathematical model insights into arsenic detoxification</td></tr><tr><td>Source:</td><td>theoretical biology and medical modelling</td></tr><tr><td>Volume:</td><td>8</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1016/j.kjms.2011.05.009,1.0823,0.0873,1,1
190,wasserman (2011),"<table><tr><td>Authors:</td><td>wasserman, ga; liu, xh; parvez, f; factor-litvak, p; ahsan, h; levy, d; kline, j; van geen, a; mey, j; slavkovich, v; siddique, ab; islam, t; graziano, jh</td></tr><tr><td>Title:</td><td>arsenic and manganese exposure and children's intellectual function</td></tr><tr><td>Source:</td><td>neurotoxicology</td></tr><tr><td>Volume:</td><td>32</td></tr><tr><td>Issue:</td><td>4</td></tr><tr><td>Pages:</td><td>450-457</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",,1.067,-0.3098,1,1
191,argos (2011),"<table><tr><td>Authors:</td><td>argos, m; kalra, t; pierce, bl; chen, y; parvez, f; islam, t; ahmed, a; hasan, r; hasan, k; sarwar, g; levy, d; slavkovich, v; graziano, jh; rathouz, pj; ahsan, h</td></tr><tr><td>Title:</td><td>a prospective study of arsenic exposure from drinking water and incidence of skin lesions in bangladesh</td></tr><tr><td>Source:</td><td>american journal of epidemiology</td></tr><tr><td>Volume:</td><td>174</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>185-194</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",,1.0108,-0.031,1,1
192,williams (2011),"<table><tr><td>Authors:</td><td>williams, pn; zhang, h; davison, w; meharg, aa; hossain, m; norton, gj; brammer, h; islam, mr</td></tr><tr><td>Title:</td><td>organic matter-solid phase interactions are critical for predicting arsenic release and plant uptake in bangladesh paddy soils</td></tr><tr><td>Source:</td><td>environmental science & technology</td></tr><tr><td>Issue:</td><td>14</td></tr><tr><td>Pages:</td><td>6080-6087</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1186/1742-4682-8-31,-0.7608,0.5291,1,3
193,islam (2011),"<table><tr><td>Authors:</td><td>islam, k; haque, a; karim, r; fajol, a; hossain, e; salam, ka; ali, n; saud, za; rahman, m; rahman, m; karim, r; sultana, p; hossain, m; akhand, aa; mandal, a; miyataka, h; himeno, s; hossain, k</td></tr><tr><td>Title:</td><td>dose-response relationship between arsenic exposure and the serum enzymes for liver function tests in the individuals exposed to arsenic: a cross sectional study in bangladesh</td></tr><tr><td>Source:</td><td>environmental health</td></tr><tr><td>Volume:</td><td>10</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1016/j.neuro.2011.03.009,0.7009,0.0977,1,1
